77,3,일반
96,40,교양
81,25,전공
195,40,전공
332,3,일반
248,67,일반
304,73,전공
73,100,교양
264,40,전공
271,24,전공
272,89,전공
184,81,일반
299,38,교양
206,49,일반
273,38,교양
4,47,일반
331,31,일반
201,41,일반
143,63,교양
272,10,교양
163,97,전공
116,11,전공
316,70,일반
182,51,교양
128,78,교양
187,98,일반
192,47,전공
211,28,교양
168,47,전공
250,62,전공
308,56,일반
295,6,교양
334,59,교양
333,83,일반
278,39,교양
144,16,일반
177,59,전공
225,28,일반
332,85,교양
69,44,교양
275,19,전공
324,46,전공
270,70,전공
210,25,일반
9,10,전공
96,54,교양
282,72,교양
3,39,전공
251,68,일반
319,6,일반
41,45,교양
62,70,일반
227,40,일반
87,47,교양
118,5,일반
93,19,전공
106,30,교양
320,56,전공
186,40,일반
29,10,전공
156,86,전공
129,100,일반
60,91,교양
27,82,일반
32,30,일반
256,42,전공
14,79,일반
244,26,전공
303,63,교양
311,44,교양
333,65,일반
17,2,전공
132,100,일반
334,16,일반
134,7,전공
322,97,전공
202,77,전공
38,33,교양
192,52,교양
93,50,일반
81,50,교양
22,48,일반
270,71,교양
101,68,교양
147,46,교양
233,45,일반
35,80,전공
165,67,전공
55,67,교양
134,74,교양
315,56,일반
275,90,일반
300,85,일반
283,27,일반
184,73,교양
125,18,전공
164,13,교양
291,31,일반
18,67,전공
193,61,교양
182,38,교양
27,28,일반
195,43,교양
151,49,교양
244,16,일반
4,4,전공
61,71,전공
152,13,교양
49,64,교양
216,3,전공
190,70,교양
149,66,교양
91,63,전공
88,2,일반
217,17,전공
39,20,전공
301,29,교양
114,74,전공
199,85,전공
184,73,일반
150,73,교양
23,5,전공
117,74,전공
42,14,일반
282,37,일반
4,82,일반
89,70,일반
243,41,일반
206,33,교양
20,26,일반
144,48,교양
142,23,전공
181,16,일반
187,57,교양
133,69,전공
5,40,전공
240,33,일반
300,43,일반
130,58,교양
213,10,교양
221,50,교양
105,41,전공
33,74,일반
168,35,전공
114,79,전공
268,100,일반
143,7,전공
218,28,전공
267,21,전공
213,64,교양
328,13,일반
98,47,교양
151,9,일반
99,35,일반
81,5,일반
318,71,전공
116,15,일반
24,90,일반
69,6,일반
174,73,교양
286,27,교양
104,39,일반
333,69,전공
192,7,일반
210,93,전공
228,97,일반
128,68,일반
73,71,전공
42,3,교양
263,68,전공
314,58,일반
41,17,전공
200,14,교양
269,66,전공
293,76,교양
232,57,전공
199,72,교양
28,4,일반
25,2,일반
216,31,전공
336,77,교양
225,55,교양
31,62,일반
194,86,전공
315,51,교양
175,12,전공
45,38,전공
264,54,일반
116,58,전공
194,61,전공
15,39,교양
97,40,교양
3,64,교양
28,100,일반
221,86,일반
134,8,일반
41,64,전공
22,29,교양
118,67,전공
139,52,일반
199,14,일반
86,28,일반
38,50,전공
60,74,교양
308,17,전공
125,29,전공
169,84,전공
273,98,교양
276,72,전공
6,11,전공
225,48,전공
89,96,교양
258,71,교양
48,27,전공
249,47,교양
242,41,일반
263,41,일반
29,14,교양
227,37,교양
303,53,교양
317,43,전공
30,51,전공
122,53,교양
102,48,교양
22,18,전공
144,59,전공
234,35,일반
118,8,교양
36,22,전공
68,97,교양
99,40,전공
112,96,전공
148,97,교양
174,63,전공
331,66,일반
156,34,교양
111,9,전공
234,7,교양
83,71,전공
280,82,일반
79,88,전공
294,92,전공
205,25,교양
316,87,전공
137,16,전공
65,23,교양
21,57,일반
332,16,일반
140,56,일반
323,85,일반
52,22,일반
149,38,전공
326,59,일반
240,42,일반
307,38,교양
85,37,교양
180,44,일반
39,18,교양
228,6,전공
266,50,일반
212,22,교양
21,26,전공
187,100,전공
318,8,교양
201,94,일반
23,52,교양
107,62,교양
63,55,일반
250,74,교양
50,73,일반
19,22,교양
18,27,전공
309,68,일반
120,57,교양
6,92,일반
226,33,교양
212,20,교양
295,52,교양
291,34,교양
210,26,전공
114,19,일반
334,40,교양
181,50,교양
304,40,일반
327,27,일반
66,22,교양
93,70,전공
277,40,일반
124,100,일반
257,92,일반
264,49,교양
131,96,전공
209,95,교양
75,83,일반
82,90,교양
144,44,교양
287,76,전공
176,46,일반
127,29,교양
103,70,교양
93,29,전공
85,16,일반
153,53,일반
267,2,일반
263,97,일반
238,18,교양
154,42,전공
17,86,전공
261,83,일반
4,44,교양
328,74,전공
197,65,교양
108,36,교양
4,89,교양
228,74,전공
311,63,전공
6,11,일반
31,58,전공
254,2,교양
64,66,일반
213,68,교양
143,32,교양
200,45,교양
117,92,일반
194,39,일반
123,64,일반
249,60,교양
86,84,일반
58,67,교양
268,36,교양
106,26,전공
46,41,일반
109,82,전공
334,50,일반
237,75,일반
263,68,일반
299,26,전공
88,52,전공
298,55,교양
178,3,전공
323,4,일반
176,63,일반
325,60,일반
84,80,일반
87,17,교양
133,60,교양
35,33,일반
282,21,전공
278,10,교양
137,59,일반
124,15,전공
209,37,교양
75,78,전공
239,58,일반
224,52,일반
133,64,전공
292,11,교양
259,35,전공
83,60,일반
20,93,일반
12,41,교양
235,84,전공
243,75,전공
119,15,교양
320,68,전공
153,3,일반
335,31,전공
205,73,교양
278,29,일반
310,65,일반
285,10,전공
130,30,교양
33,96,일반
246,8,전공
324,67,교양
83,90,전공
10,51,교양
238,38,전공
53,71,일반
62,64,교양
173,89,전공
264,98,전공
127,100,교양
1,68,교양
139,79,전공
98,84,전공
150,31,전공
71,89,교양
192,31,교양
47,46,일반
24,86,교양
326,35,교양
43,60,교양
190,89,전공
279,8,교양
312,62,일반
245,42,일반
84,75,일반
6,99,전공
5,38,일반
17,5,일반
219,40,전공
17,20,일반
21,46,전공
127,36,전공
28,97,전공
279,77,교양
244,38,일반
323,44,교양
76,13,교양
138,85,일반
6,79,일반
252,78,교양
164,78,교양
125,34,교양
264,41,전공
169,4,교양
175,34,일반
255,56,교양
217,89,교양
261,15,교양
117,19,전공
9,31,일반
34,39,전공
3,73,교양
51,40,전공
36,85,일반
198,62,전공
157,47,일반
268,40,일반
228,43,일반
131,93,일반
279,98,전공
49,68,교양
206,29,교양
144,21,일반
291,74,전공
296,58,교양
282,65,전공
232,82,일반
78,45,교양
223,16,전공
45,46,일반
322,99,일반
222,79,일반
131,5,교양
201,15,전공
100,95,전공
14,4,전공
83,81,일반
140,18,교양
38,33,교양
213,41,전공
27,81,교양
141,70,교양
57,91,전공
116,37,일반
286,6,교양
124,8,교양
166,41,교양
134,37,전공
62,49,전공
248,57,교양
177,76,전공
120,55,전공
177,75,일반
57,15,교양
163,81,전공
83,90,교양
295,7,일반
160,88,전공
201,41,전공
268,88,일반
66,18,교양
27,88,교양
113,87,전공
307,34,교양
98,3,전공
286,84,교양
222,44,전공
99,9,일반
13,82,전공
315,87,전공
28,8,전공
233,71,교양
165,40,교양
116,20,교양
46,27,전공
82,20,일반
43,6,일반
131,80,전공
34,59,전공
319,51,일반
100,66,전공
100,33,일반
132,54,일반
199,46,일반
168,88,전공
157,45,교양
189,34,교양
28,63,일반
314,66,교양
160,28,일반
182,82,전공
136,65,전공
315,35,일반
300,44,일반
221,94,전공
190,13,교양
11,77,교양
50,52,일반
267,98,교양
76,39,일반
131,9,교양
168,49,일반
249,15,일반
6,61,교양
256,48,교양
303,4,일반
115,43,전공
70,86,교양
222,4,전공
38,85,일반
318,34,교양
219,24,전공
220,100,교양
129,98,일반
171,22,일반
257,23,일반
275,63,교양
28,68,일반
1,84,전공
208,26,일반
18,37,전공
280,93,교양
242,99,교양
142,29,교양
108,25,일반
317,51,교양
248,91,일반
64,56,일반
181,18,전공
200,40,일반
273,21,전공
229,80,전공
95,87,교양
130,59,전공
326,19,전공
291,74,일반
297,56,교양
194,91,교양
327,2,일반
148,37,일반
321,92,일반
36,65,일반
174,74,전공
332,29,전공
18,39,일반
12,7,교양
73,98,일반
209,89,일반
239,90,일반
24,29,전공
124,78,전공
314,70,전공
202,1,일반
136,74,전공
328,25,일반
149,23,교양
234,61,전공
110,40,교양
139,83,일반
165,46,전공
295,42,교양
309,2,교양
118,32,교양
264,49,일반
181,97,교양
104,2,전공
174,21,일반
197,52,교양
186,70,일반
291,61,전공
293,71,일반
335,14,일반
41,91,일반
74,0,교양
215,52,교양
58,97,전공
90,99,일반
111,60,전공
326,66,전공
135,19,일반
46,24,전공
167,90,일반
160,12,전공
84,58,교양
136,79,일반
152,98,교양
180,64,전공
162,81,일반
196,88,전공
128,34,일반
323,84,전공
148,87,일반
211,47,교양
314,15,전공
295,81,교양
230,61,교양
50,26,일반
189,29,전공
112,40,일반
41,27,일반
23,81,일반
44,22,일반
30,45,일반
133,54,일반
92,60,교양
319,16,전공
284,43,전공
160,25,전공
202,88,교양
232,34,교양
150,90,교양
43,12,교양
251,53,일반
321,82,교양
151,15,일반
302,72,일반
295,17,교양
187,12,교양
159,21,일반
221,73,일반
94,4,교양
274,32,일반
184,58,일반
92,80,일반
49,31,전공
113,66,일반
54,5,일반
82,57,교양
62,98,일반
21,28,일반
100,83,교양
131,95,교양
204,75,일반
275,24,전공
44,5,전공
160,73,교양
111,92,일반
246,24,일반
301,55,일반
229,54,전공
178,55,교양
165,2,전공
219,3,일반
319,80,전공
136,48,교양
270,100,교양
7,26,일반
59,52,교양
95,74,교양
67,73,일반
44,40,교양
261,18,전공
7,24,전공
243,28,전공
150,22,교양
5,2,일반
301,93,전공
89,72,일반
14,76,전공
81,45,교양
203,95,일반
181,17,전공
113,31,일반
91,48,전공
250,21,일반
204,93,일반
73,52,일반
248,92,전공
68,87,전공
127,37,전공
135,89,교양
180,88,일반
37,58,교양
150,71,교양
335,16,교양
12,79,일반
294,80,교양
67,61,전공
187,98,교양
299,23,일반
272,34,일반
144,5,전공
156,73,일반
142,24,교양
51,95,전공
87,99,일반
142,81,전공
64,33,교양
16,93,교양
173,60,일반
261,41,일반
160,68,일반
234,13,교양
83,94,전공
25,9,교양
198,5,교양
179,24,일반
76,95,교양
244,68,전공
62,14,교양
63,21,일반
291,65,일반
149,75,일반
256,70,전공
311,76,전공
21,24,전공
254,98,전공
103,39,전공
267,28,교양
215,55,일반
126,35,일반
84,75,전공
111,16,전공
5,82,전공
215,42,전공
284,41,전공
237,15,전공
74,98,교양
188,83,전공
88,61,전공
69,23,일반
189,93,전공
225,56,일반
33,93,전공
307,38,교양
71,25,전공
244,67,교양
166,95,교양
143,14,전공
152,56,교양
192,66,교양
190,72,교양
120,92,일반
34,97,교양
308,31,일반
258,3,일반
291,21,일반
243,58,일반
39,56,교양
48,72,교양
82,15,일반
162,66,일반
293,36,교양
139,99,전공
31,30,일반
275,17,일반
144,72,교양
336,65,전공
112,98,일반
302,40,일반
317,60,교양
44,88,교양
22,95,교양
295,93,교양
86,28,일반
1,96,전공
165,3,교양
203,51,일반
103,27,일반
37,26,전공
132,75,교양
296,15,전공
267,3,전공
105,84,교양
174,98,교양
85,99,전공
311,39,전공
22,30,일반
306,33,전공
218,23,전공
184,68,일반
100,65,전공
93,77,일반
298,59,일반
302,36,교양
193,8,전공
269,44,전공
55,30,일반
17,50,교양
86,96,교양
243,7,전공
173,7,일반
242,97,일반
91,83,교양
120,13,전공
249,53,일반
174,72,전공
191,82,일반
221,21,일반
315,63,일반
175,91,전공
67,11,일반
188,99,전공
161,2,전공
50,73,교양
6,48,전공
63,22,교양
13,2,일반
150,74,교양
260,27,전공
250,15,교양
229,75,교양
52,51,교양
205,79,교양
63,58,전공
97,13,일반
285,44,전공
82,51,일반
38,96,일반
149,85,전공
169,54,교양
22,24,전공
250,47,교양
41,80,교양
260,15,일반
325,58,전공
131,20,교양
53,60,교양
93,2,일반
191,72,교양
116,97,교양
313,4,전공
105,94,전공
146,22,전공
77,98,전공
263,56,교양
217,28,전공
315,37,전공
165,62,교양
144,77,전공
323,32,일반
151,28,일반
22,17,전공
257,82,일반
199,95,전공
297,22,전공
105,31,교양
236,29,교양
145,68,일반
111,11,교양
147,13,일반
197,8,교양
267,85,일반
30,49,일반
16,76,일반
203,39,교양
111,91,일반
233,42,일반
238,69,전공
2,81,일반
310,26,전공
36,98,일반
154,76,전공
59,31,일반
251,95,전공
243,73,전공
266,61,교양
179,60,교양
210,81,전공
228,94,교양
170,44,일반
265,28,교양
293,26,일반
172,27,일반
173,84,전공
264,98,전공
295,64,전공
110,57,일반
150,17,전공
95,58,일반
66,77,교양
287,9,일반
111,88,일반
195,100,교양
23,39,전공
110,77,교양
91,62,전공
76,20,일반
172,60,전공
49,16,일반
77,81,전공
265,79,전공
194,1,전공
170,42,전공
210,57,일반
33,7,일반
312,0,전공
4,96,전공
287,54,일반
240,70,일반
114,87,일반
230,48,전공
20,21,교양
142,82,일반
97,83,일반
35,28,교양
49,97,교양
244,51,전공
75,33,교양
65,72,교양
16,71,전공
198,74,일반
165,78,일반
209,12,교양
310,51,교양
196,76,교양
263,96,교양
69,91,전공
70,2,일반
286,93,교양
181,80,전공
76,92,교양
7,60,전공
278,42,전공
238,77,교양
321,32,일반
7,55,일반
260,70,전공
86,45,교양
231,7,일반
39,5,교양
277,35,교양
289,25,일반
32,63,교양
13,63,전공
90,85,일반
43,0,일반
330,63,일반
217,6,교양
162,64,일반
211,3,전공
263,76,교양
123,13,교양
104,5,전공
336,16,일반
299,52,전공
327,60,일반
84,70,전공
127,59,전공
317,47,전공
143,53,일반
187,48,교양
144,46,일반
233,81,일반
50,92,일반
138,42,전공
170,91,일반
131,86,교양
40,7,전공
157,100,전공
211,100,일반
196,16,전공
36,19,전공
50,42,일반
152,25,전공
30,65,일반
181,70,교양
28,91,일반
124,4,교양
233,20,전공
266,29,교양
174,35,일반
175,21,교양
119,83,일반
194,25,교양
161,27,전공
108,16,일반
313,55,전공
252,11,교양
92,87,전공
326,80,전공
252,97,교양
151,13,일반
86,41,일반
142,0,전공
8,87,일반
157,60,전공
231,35,일반
183,54,교양
138,34,전공
135,90,교양
263,98,일반
238,34,교양
90,55,교양
190,26,전공
251,6,전공
272,98,전공
249,25,일반
319,55,전공
15,12,일반
118,78,교양
77,78,일반
279,66,전공
73,5,전공
129,82,일반
277,82,교양
115,91,교양
21,55,일반
98,37,일반
119,32,일반
182,16,전공
140,4,일반
201,43,일반
12,79,교양
205,81,교양
282,17,일반
96,42,교양
18,98,전공
255,59,전공
130,78,교양
143,83,교양
72,22,전공
139,43,일반
147,76,일반
137,11,교양
165,17,전공
227,77,일반
150,58,일반
56,56,일반
46,47,전공
282,73,전공
66,14,전공
106,26,교양
68,34,교양
138,96,전공
107,20,교양
232,14,일반
231,58,교양
183,72,일반
266,84,전공
315,80,교양
203,53,일반
219,53,전공
190,13,전공
56,100,일반
304,9,교양
123,2,전공
228,99,일반
196,50,일반
154,37,전공
28,48,전공
195,49,일반
164,52,일반
306,6,일반
15,99,일반
195,73,교양
64,39,일반
151,55,전공
284,24,교양
168,15,일반
116,91,전공
196,10,교양
197,6,전공
250,28,일반
154,96,교양
48,47,전공
207,45,교양
92,13,전공
259,83,전공
214,96,교양
89,25,교양
129,95,전공
165,94,전공
20,99,교양
38,8,교양
196,83,교양
319,24,교양
227,43,전공
58,50,전공
301,81,교양
182,20,전공
110,44,교양
310,1,교양
111,40,교양
312,82,일반
269,21,교양
84,17,교양
221,98,일반
12,73,일반
220,7,전공
16,4,일반
227,66,일반
197,92,전공
72,74,전공
98,87,일반
13,7,전공
62,12,일반
66,54,전공
203,18,일반
160,21,교양
9,42,교양
314,71,교양
74,3,일반
303,26,일반
51,40,전공
12,36,교양
79,22,교양
112,1,일반
243,40,교양
104,41,교양
191,99,일반
257,18,일반
235,82,일반
162,28,일반
172,33,전공
131,77,교양
66,52,교양
90,76,교양
161,100,일반
229,86,전공
151,32,전공
108,25,전공
336,15,일반
283,17,교양
257,96,전공
291,3,전공
98,46,전공
4,87,일반
9,50,일반
67,21,교양
277,80,전공
78,24,교양
329,1,교양
222,15,일반
284,76,교양
149,14,일반
53,38,일반
14,63,일반
218,67,전공
221,73,전공
160,72,전공
28,90,전공
